Label;NodeStrength;DegreeCentrality;BetweennessCentrality;EigenvectorCentrality;ClusteringCoefficient;AvgPathLength;region_name;hemisphere
3485;0.18814;0.18814;0.18814;0.18814;0.18814;0.18814;3485_103_148_54;right
3486;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;3486_140_148_54;right
3487;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;3487_144_148_54;right
3488;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;3488_114_150_54;right
3489;0.40722;0.40722;0.40722;0.40722;0.40722;0.40722;3489_146_150_54;right
3490;0.23582;0.23582;0.23582;0.23582;0.23582;0.23582;3490_94_152_54;right
3491;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;3491_112_152_54;right
3492;0.14948;0.14948;0.14948;0.14948;0.14948;0.14948;3492_86_154_54;right
3493;0.24227;0.24227;0.24227;0.24227;0.24227;0.24227;3493_137_155_54;right
3494;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;3494_118_156_54;right
3495;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;3495_104_157_54;right
3496;0.40077;0.40077;0.40077;0.40077;0.40077;0.40077;3496_148_158_54;right
3497;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;3497_163_160_54;right
3498;0.30155;0.30155;0.30155;0.30155;0.30155;0.30155;3498_130_161_54;right
3499;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;3499_149_161_54;right
3500;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;3500_111_163_54;right
3501;0.21005;0.21005;0.21005;0.21005;0.21005;0.21005;3501_170_163_54;right
3502;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3502_109_166_54;right
3503;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;3503_141_167_54;right
3504;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;3504_148_169_54;right
3505;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;3505_161_169_54;right
3506;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;3506_110_172_54;right
3507;0.26675;0.26675;0.26675;0.26675;0.26675;0.26675;3507_106_174_54;right
3508;0.24356;0.24356;0.24356;0.24356;0.24356;0.24356;3508_98_175_54;right
3509;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;3509_101_177_54;right
3510;0.375;0.375;0.375;0.375;0.375;0.375;3510_136_179_54;right
3511;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;3511_116_180_54;right
3512;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;3512_122_182_54;right
3513;0.13918;0.13918;0.13918;0.13918;0.13918;0.13918;3513_147_185_54;right
3514;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;3514_137_190_54;right
3515;0.17139;0.17139;0.17139;0.17139;0.17139;0.17139;3515_132_60_55;right
3516;0.17397;0.17397;0.17397;0.17397;0.17397;0.17397;3516_110_61_55;right
3517;0.2732;0.2732;0.2732;0.2732;0.2732;0.2732;3517_105_64_55;right
3518;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;3518_101_65_55;right
3519;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;3519_134_67_55;right
3520;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;3520_134_68_55;right
3521;0.29381;0.29381;0.29381;0.29381;0.29381;0.29381;3521_96_69_55;right
3522;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;3522_125_70_55;right
3523;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3523_141_72_55;right
3524;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;3524_160_72_55;right
3525;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;3525_133_74_55;right
3526;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;3526_117_76_55;right
3527;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;3527_130_76_55;right
3528;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;3528_98_77_55;right
3529;0.29897;0.29897;0.29897;0.29897;0.29897;0.29897;3529_140_78_55;right
3530;0.21263;0.21263;0.21263;0.21263;0.21263;0.21263;3530_130_79_55;right
3531;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;3531_117_81_55;right
3532;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3532_165_81_55;right
3533;0.41881;0.41881;0.41881;0.41881;0.41881;0.41881;3533_105_83_55;right
3534;0.28608;0.28608;0.28608;0.28608;0.28608;0.28608;3534_133_83_55;right
3535;0.17526;0.17526;0.17526;0.17526;0.17526;0.17526;3535_128_84_55;right
3536;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;3536_121_86_55;right
3537;0.38531;0.38531;0.38531;0.38531;0.38531;0.38531;3537_165_87_55;right
3538;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;3538_137_88_55;right
3539;0.24742;0.24742;0.24742;0.24742;0.24742;0.24742;3539_173_88_55;right
3540;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;3540_151_89_55;right
3541;0.26289;0.26289;0.26289;0.26289;0.26289;0.26289;3541_169_90_55;right
3542;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;3542_138_91_55;right
3543;0.40206;0.40206;0.40206;0.40206;0.40206;0.40206;3543_121_93_55;right
3544;0.16753;0.16753;0.16753;0.16753;0.16753;0.16753;3544_133_94_55;right
3545;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;3545_139_94_55;right
3546;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;3546_110_95_55;right
3547;0.27062;0.27062;0.27062;0.27062;0.27062;0.27062;3547_86_97_55;right
3548;0.24485;0.24485;0.24485;0.24485;0.24485;0.24485;3548_179_97_55;right
3549;0.13273;0.13273;0.13273;0.13273;0.13273;0.13273;3549_133_98_55;right
3550;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3550_85_100_55;right
3551;0.14562;0.14562;0.14562;0.14562;0.14562;0.14562;3551_113_101_55;right
3552;0.40206;0.40206;0.40206;0.40206;0.40206;0.40206;3552_164_102_55;right
3553;0.25;0.25;0.25;0.25;0.25;0.25;3553_131_103_55;right
3554;0.16108;0.16108;0.16108;0.16108;0.16108;0.16108;3554_146_104_55;right
3555;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;3555_93_105_55;right
3556;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;3556_157_106_55;right
3557;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3557_130_108_55;right
3558;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;3558_80_109_55;right
3559;0.31572;0.31572;0.31572;0.31572;0.31572;0.31572;3559_171_110_55;right
3560;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;3560_100_111_55;right
3561;0.30026;0.30026;0.30026;0.30026;0.30026;0.30026;3561_82_113_55;right
3562;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;3562_163_113_55;right
3563;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;3563_128_114_55;right
3564;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;3564_95_116_55;right
3565;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;3565_104_116_55;right
3566;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3566_148_116_55;right
3567;0.375;0.375;0.375;0.375;0.375;0.375;3567_112_117_55;right
3568;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;3568_108_118_55;right
3569;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;3569_168_119_55;right
3570;0.39691;0.39691;0.39691;0.39691;0.39691;0.39691;3570_154_121_55;right
3571;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;3571_124_122_55;right
3572;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;3572_87_124_55;right
3573;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;3573_122_125_55;right
3574;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;3574_91_127_55;right
3575;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;3575_81_128_55;right
3576;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3576_178_128_55;right
3577;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;3577_103_130_55;right
3578;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;3578_172_130_55;right
3579;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;3579_157_132_55;right
3580;0.3982;0.3982;0.3982;0.3982;0.3982;0.3982;3580_143_134_55;right
3581;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3581_138_135_55;right
3582;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3582_109_136_55;right
3583;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;3583_132_137_55;right
3584;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;3584_146_138_55;right
3585;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;3585_180_139_55;right
3586;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3586_142_140_55;right
3587;0.25387;0.25387;0.25387;0.25387;0.25387;0.25387;3587_84_142_55;right
3588;0.39175;0.39175;0.39175;0.39175;0.39175;0.39175;3588_145_143_55;right
3589;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;3589_98_144_55;right
3590;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3590_89_146_55;right
3591;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3591_92_146_55;right
3592;0.19459;0.19459;0.19459;0.19459;0.19459;0.19459;3592_136_146_55;right
3593;0.3067;0.3067;0.3067;0.3067;0.3067;0.3067;3593_99_147_55;right
3594;0.33119;0.33119;0.33119;0.33119;0.33119;0.33119;3594_157_147_55;right
3595;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;3595_164_147_55;right
3596;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;3596_125_149_55;right
3597;0.16753;0.16753;0.16753;0.16753;0.16753;0.16753;3597_177_150_55;right
3598;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;3598_109_152_55;right
3599;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;3599_149_153_55;right
3600;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;3600_96_154_55;right
3601;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;3601_104_154_55;right
3602;0.38531;0.38531;0.38531;0.38531;0.38531;0.38531;3602_127_155_55;right
3603;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;3603_119_156_55;right
3604;0.40077;0.40077;0.40077;0.40077;0.40077;0.40077;3604_147_156_55;right
3605;0.40593;0.40593;0.40593;0.40593;0.40593;0.40593;3605_147_158_55;right
3606;0.29768;0.29768;0.29768;0.29768;0.29768;0.29768;3606_95_160_55;right
3607;0.40335;0.40335;0.40335;0.40335;0.40335;0.40335;3607_149_160_55;right
3608;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;3608_161_160_55;right
3609;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;3609_97_162_55;right
3610;0.15335;0.15335;0.15335;0.15335;0.15335;0.15335;3610_90_164_55;right
3611;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;3611_104_164_55;right
3612;0.1482;0.1482;0.1482;0.1482;0.1482;0.1482;3612_171_165_55;right
3613;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;3613_104_168_55;right
3614;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;3614_115_170_55;right
3615;0.26933;0.26933;0.26933;0.26933;0.26933;0.26933;3615_130_172_55;right
3616;0.23196;0.23196;0.23196;0.23196;0.23196;0.23196;3616_144_174_55;right
3617;0.33505;0.33505;0.33505;0.33505;0.33505;0.33505;3617_150_175_55;right
3618;0.36985;0.36985;0.36985;0.36985;0.36985;0.36985;3618_149_176_55;right
3619;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;3619_134_177_55;right
3620;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;3620_136_178_55;right
3621;0.2616;0.2616;0.2616;0.2616;0.2616;0.2616;3621_109_180_55;right
3622;0.16753;0.16753;0.16753;0.16753;0.16753;0.16753;3622_106_181_55;right
3623;0.23969;0.23969;0.23969;0.23969;0.23969;0.23969;3623_126_184_55;right
3624;0.14562;0.14562;0.14562;0.14562;0.14562;0.14562;3624_145_187_55;right
3625;0.29124;0.29124;0.29124;0.29124;0.29124;0.29124;3625_125_60_56;right
3626;0.15206;0.15206;0.15206;0.15206;0.15206;0.15206;3626_106_63_56;right
3627;0.32732;0.32732;0.32732;0.32732;0.32732;0.32732;3627_119_65_56;right
3628;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;3628_137_65_56;right
3629;0.10954;0.10954;0.10954;0.10954;0.10954;0.10954;3629_157_65_56;right
3630;0.085052;0.085052;0.085052;0.085052;0.085052;0.085052;3630_161_68_56;right
3631;0.35309;0.35309;0.35309;0.35309;0.35309;0.35309;3631_153_70_56;right
3632;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;3632_116_73_56;right
3633;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3633_110_75_56;right
3634;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;3634_162_75_56;right
3635;0.40593;0.40593;0.40593;0.40593;0.40593;0.40593;3635_106_77_56;right
3636;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3636_98_79_56;right
3637;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;3637_125_80_56;right
3638;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;3638_135_81_56;right
3639;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;3639_161_82_56;right
3640;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;3640_162_82_56;right
3641;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;3641_112_84_56;right
3642;0.16881;0.16881;0.16881;0.16881;0.16881;0.16881;3642_84_85_56;right
3643;0.27706;0.27706;0.27706;0.27706;0.27706;0.27706;3643_129_86_56;right
3644;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;3644_162_87_56;right
3645;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3645_154_88_56;right
3646;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3646_164_88_56;right
3647;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;3647_157_90_56;right
3648;0.27964;0.27964;0.27964;0.27964;0.27964;0.27964;3648_82_91_56;right
3649;0.073454;0.073454;0.073454;0.073454;0.073454;0.073454;3649_180_92_56;right
3650;0.2951;0.2951;0.2951;0.2951;0.2951;0.2951;3650_136_94_56;right
3651;0.15979;0.15979;0.15979;0.15979;0.15979;0.15979;3651_130_95_56;right
3652;0.072165;0.072165;0.072165;0.072165;0.072165;0.072165;3652_77_97_56;right
3653;0.18299;0.18299;0.18299;0.18299;0.18299;0.18299;3653_130_98_56;right
3654;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;3654_154_98_56;right
3655;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3655_85_99_56;right
3656;0.34278;0.34278;0.34278;0.34278;0.34278;0.34278;3656_167_99_56;right
3657;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3657_125_101_56;right
3658;0.14562;0.14562;0.14562;0.14562;0.14562;0.14562;3658_146_102_56;right
3659;0.19845;0.19845;0.19845;0.19845;0.19845;0.19845;3659_119_103_56;right
3660;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3660_139_104_56;right
3661;0.39433;0.39433;0.39433;0.39433;0.39433;0.39433;3661_164_104_56;right
3662;0.18814;0.18814;0.18814;0.18814;0.18814;0.18814;3662_115_106_56;right
3663;0.1701;0.1701;0.1701;0.1701;0.1701;0.1701;3663_78_107_56;right
3664;0.41237;0.41237;0.41237;0.41237;0.41237;0.41237;3664_104_108_56;right
3665;0.35825;0.35825;0.35825;0.35825;0.35825;0.35825;3665_168_109_56;right
3666;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;3666_175_110_56;right
3667;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;3667_86_112_56;right
3668;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;3668_124_112_56;right
3669;0.2616;0.2616;0.2616;0.2616;0.2616;0.2616;3669_99_114_56;right
3670;0.11469;0.11469;0.11469;0.11469;0.11469;0.11469;3670_78_115_56;right
3671;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;3671_88_115_56;right
3672;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;3672_109_116_56;right
3673;0.23582;0.23582;0.23582;0.23582;0.23582;0.23582;3673_135_117_56;right
3674;0.27062;0.27062;0.27062;0.27062;0.27062;0.27062;3674_86_118_56;right
3675;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3675_152_119_56;right
3676;0.25129;0.25129;0.25129;0.25129;0.25129;0.25129;3676_132_120_56;right
3677;0.36985;0.36985;0.36985;0.36985;0.36985;0.36985;3677_155_121_56;right
3678;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;3678_146_122_56;right
3679;0.25;0.25;0.25;0.25;0.25;0.25;3679_167_123_56;right
3680;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3680_115_124_56;right
3681;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;3681_93_126_56;right
3682;0.34665;0.34665;0.34665;0.34665;0.34665;0.34665;3682_104_126_56;right
3683;0.37242;0.37242;0.37242;0.37242;0.37242;0.37242;3683_91_127_56;right
3684;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;3684_83_128_56;right
3685;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;3685_146_129_56;right
3686;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3686_164_130_56;right
3687;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;3687_84_132_56;right
3688;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;3688_168_133_56;right
3689;0.19459;0.19459;0.19459;0.19459;0.19459;0.19459;3689_129_135_56;right
3690;0.1482;0.1482;0.1482;0.1482;0.1482;0.1482;3690_182_135_56;right
3691;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;3691_164_137_56;right
3692;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;3692_91_138_56;right
3693;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3693_109_138_56;right
3694;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;3694_173_138_56;right
3695;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;3695_110_140_56;right
3696;0.31701;0.31701;0.31701;0.31701;0.31701;0.31701;3696_91_142_56;right
3697;0.14691;0.14691;0.14691;0.14691;0.14691;0.14691;3697_125_142_56;right
3698;0.36082;0.36082;0.36082;0.36082;0.36082;0.36082;3698_114_144_56;right
3699;0.32603;0.32603;0.32603;0.32603;0.32603;0.32603;3699_154_144_56;right
3700;0.18943;0.18943;0.18943;0.18943;0.18943;0.18943;3700_83_146_56;right
3701;0.15593;0.15593;0.15593;0.15593;0.15593;0.15593;3701_125_147_56;right
3702;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;3702_152_148_56;right
3703;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;3703_90_150_56;right
3704;0.375;0.375;0.375;0.375;0.375;0.375;3704_112_151_56;right
3705;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;3705_113_153_56;right
3706;0.087629;0.087629;0.087629;0.087629;0.087629;0.087629;3706_84_155_56;right
3707;0.40077;0.40077;0.40077;0.40077;0.40077;0.40077;3707_149_155_56;right
3708;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;3708_93_156_56;right
3709;0.3634;0.3634;0.3634;0.3634;0.3634;0.3634;3709_101_158_56;right
3710;0.39948;0.39948;0.39948;0.39948;0.39948;0.39948;3710_145_158_56;right
3711;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;3711_92_159_56;right
3712;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;3712_102_160_56;right
3713;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3713_111_160_56;right
3714;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;3714_91_161_56;right
3715;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;3715_93_163_56;right
3716;0.32216;0.32216;0.32216;0.32216;0.32216;0.32216;3716_97_163_56;right
3717;0.39562;0.39562;0.39562;0.39562;0.39562;0.39562;3717_150_164_56;right
3718;0.14304;0.14304;0.14304;0.14304;0.14304;0.14304;3718_90_166_56;right
3719;0.34407;0.34407;0.34407;0.34407;0.34407;0.34407;3719_165_166_56;right
3720;0.26546;0.26546;0.26546;0.26546;0.26546;0.26546;3720_92_168_56;right
3721;0.39175;0.39175;0.39175;0.39175;0.39175;0.39175;3721_139_169_56;right
3722;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;3722_147_171_56;right
3723;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;3723_133_173_56;right
3724;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;3724_124_174_56;right
3725;0.34923;0.34923;0.34923;0.34923;0.34923;0.34923;3725_133_174_56;right
3726;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;3726_99_175_56;right
3727;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;3727_101_176_56;right
3728;0.26031;0.26031;0.26031;0.26031;0.26031;0.26031;3728_130_176_56;right
3729;0.28479;0.28479;0.28479;0.28479;0.28479;0.28479;3729_159_176_56;right
3730;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;3730_138_178_56;right
3731;0.30541;0.30541;0.30541;0.30541;0.30541;0.30541;3731_143_181_56;right
3732;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;3732_135_182_56;right
3733;0.14691;0.14691;0.14691;0.14691;0.14691;0.14691;3733_146_184_56;right
3734;0.13918;0.13918;0.13918;0.13918;0.13918;0.13918;3734_142_188_56;right
3735;0.13402;0.13402;0.13402;0.13402;0.13402;0.13402;3735_137_190_56;right
3736;0.18428;0.18428;0.18428;0.18428;0.18428;0.18428;3736_135_61_57;right
3737;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;3737_141_63_57;right
3738;0.35438;0.35438;0.35438;0.35438;0.35438;0.35438;3738_147_65_57;right
3739;0.14046;0.14046;0.14046;0.14046;0.14046;0.14046;3739_98_67_57;right
3740;0.35696;0.35696;0.35696;0.35696;0.35696;0.35696;3740_103_68_57;right
3741;0.35954;0.35954;0.35954;0.35954;0.35954;0.35954;3741_127_68_57;right
3742;0.34021;0.34021;0.34021;0.34021;0.34021;0.34021;3742_113_70_57;right
3743;0.37629;0.37629;0.37629;0.37629;0.37629;0.37629;3743_101_72_57;right
3744;0.38402;0.38402;0.38402;0.38402;0.38402;0.38402;3744_141_74_57;right
3745;0.33763;0.33763;0.33763;0.33763;0.33763;0.33763;3745_92_76_57;right
3746;0.15851;0.15851;0.15851;0.15851;0.15851;0.15851;3746_170_77_57;right
3747;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;3747_90_80_57;right
3748;0.41881;0.41881;0.41881;0.41881;0.41881;0.41881;3748_102_81_57;right
3749;0.32345;0.32345;0.32345;0.32345;0.32345;0.32345;3749_142_81_57;right
3750;0.31443;0.31443;0.31443;0.31443;0.31443;0.31443;3750_165_81_57;right
3751;0.32088;0.32088;0.32088;0.32088;0.32088;0.32088;3751_147_82_57;right
3752;0.27448;0.27448;0.27448;0.27448;0.27448;0.27448;3752_157_82_57;right
3753;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;3753_99_84_57;right
3754;0.3299;0.3299;0.3299;0.3299;0.3299;0.3299;3754_118_84_57;right
3755;0.31959;0.31959;0.31959;0.31959;0.31959;0.31959;3755_133_84_57;right
3756;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;3756_135_85_57;right
3757;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;3757_166_85_57;right
3758;0.3866;0.3866;0.3866;0.3866;0.3866;0.3866;3758_163_87_57;right
3759;0.27191;0.27191;0.27191;0.27191;0.27191;0.27191;3759_168_89_57;right
3760;0.074742;0.074742;0.074742;0.074742;0.074742;0.074742;3760_179_90_57;right
3761;0.31186;0.31186;0.31186;0.31186;0.31186;0.31186;3761_87_92_57;right
3762;0.34149;0.34149;0.34149;0.34149;0.34149;0.34149;3762_89_93_57;right
3763;0.28351;0.28351;0.28351;0.28351;0.28351;0.28351;3763_165_93_57;right
3764;0.38015;0.38015;0.38015;0.38015;0.38015;0.38015;3764_99_95_57;right
3765;0.35567;0.35567;0.35567;0.35567;0.35567;0.35567;3765_172_95_57;right
3766;0.21649;0.21649;0.21649;0.21649;0.21649;0.21649;3766_97_96_57;right
3767;0.39046;0.39046;0.39046;0.39046;0.39046;0.39046;3767_162_96_57;right
3768;0.3518;0.3518;0.3518;0.3518;0.3518;0.3518;3768_171_96_57;right
3769;0.37758;0.37758;0.37758;0.37758;0.37758;0.37758;3769_143_98_57;right
3770;0.38789;0.38789;0.38789;0.38789;0.38789;0.38789;3770_121_99_57;right
3771;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;3771_139_100_57;right
3772;0.39304;0.39304;0.39304;0.39304;0.39304;0.39304;3772_163_100_57;right
3773;0.36469;0.36469;0.36469;0.36469;0.36469;0.36469;3773_140_101_57;right
3774;0.37371;0.37371;0.37371;0.37371;0.37371;0.37371;3774_141_101_57;right
3775;0.37113;0.37113;0.37113;0.37113;0.37113;0.37113;3775_156_101_57;right
3776;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;3776_92_102_57;right
3777;0.061856;0.061856;0.061856;0.061856;0.061856;0.061856;3777_77_104_57;right
3778;0.36598;0.36598;0.36598;0.36598;0.36598;0.36598;3778_97_104_57;right
3779;0.14948;0.14948;0.14948;0.14948;0.14948;0.14948;3779_147_104_57;right
3780;0.38273;0.38273;0.38273;0.38273;0.38273;0.38273;3780_166_105_57;right
3781;0.34536;0.34536;0.34536;0.34536;0.34536;0.34536;3781_177_105_57;right
3782;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;3782_125_107_57;right
3783;0.24098;0.24098;0.24098;0.24098;0.24098;0.24098;3783_118_108_57;right
3784;0.17912;0.17912;0.17912;0.17912;0.17912;0.17912;3784_150_109_57;right
3785;0.33247;0.33247;0.33247;0.33247;0.33247;0.33247;3785_83_111_57;right
3786;0.27577;0.27577;0.27577;0.27577;0.27577;0.27577;3786_166_112_57;right
3787;0.37887;0.37887;0.37887;0.37887;0.37887;0.37887;3787_86_113_57;right
3788;0.15722;0.15722;0.15722;0.15722;0.15722;0.15722;3788_147_113_57;right
3789;0.38918;0.38918;0.38918;0.38918;0.38918;0.38918;3789_110_115_57;right
3790;0.32474;0.32474;0.32474;0.32474;0.32474;0.32474;3790_172_116_57;right
3791;0.22938;0.22938;0.22938;0.22938;0.22938;0.22938;3791_91_118_57;right
3792;0.35052;0.35052;0.35052;0.35052;0.35052;0.35052;3792_163_118_57;right
3793;0.28866;0.28866;0.28866;0.28866;0.28866;0.28866;3793_92_120_57;right
3794;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3794_168_120_57;right
3795;0.34794;0.34794;0.34794;0.34794;0.34794;0.34794;3795_98_122_57;right
3796;0.22552;0.22552;0.22552;0.22552;0.22552;0.22552;3796_133_123_57;right
3797;0.36211;0.36211;0.36211;0.36211;0.36211;0.36211;3797_148_124_57;right
3798;0.30799;0.30799;0.30799;0.30799;0.30799;0.30799;3798_126_125_57;right
3799;0.38144;0.38144;0.38144;0.38144;0.38144;0.38144;3799_117_126_57;right
3800;0.36856;0.36856;0.36856;0.36856;0.36856;0.36856;3800_151_126_57;right
3801;0.3982;0.3982;0.3982;0.3982;0.3982;0.3982;3801_113_128_57;right
